Crop_Year,State,District,Crop,Yield,Crop_Cat,Area,Production
2011,Madhya Pradesh,Chhatarpur,Soyabean,0.40082,Other,48900.0,19600.0
2012,Madhya Pradesh,Chhatarpur,Soyabean,0.8442799999999999,Other,73210.0,61810.0
2013,Madhya Pradesh,Chhatarpur,Soyabean,0.59769,Other,88290.0,52770.0
2014,Madhya Pradesh,Chhatarpur,Soyabean,1.4375,Other,80000.0,115000.0
2015,Madhya Pradesh,Chhatarpur,Soyabean,1.02041,Other,49000.0,50000.0
2016,Madhya Pradesh,Chhatarpur,Soyabean,1.07143,Other,42000.0,45000.0
2017,Madhya Pradesh,Chhatarpur,Soyabean,0.84708,Other,30800.0,26090.0
2010,Madhya Pradesh,Panna,Soyabean,0.88636,Other,8800.0,7800.0
2011,Madhya Pradesh,Panna,Soyabean,0.60123,Other,16300.0,9800.0
2012,Madhya Pradesh,Panna,Soyabean,0.8573099999999999,Other,17030.0,14600.0
2013,Madhya Pradesh,Panna,Soyabean,0.6048,Other,26240.0,15870.0
2014,Madhya Pradesh,Panna,Soyabean,1.17143,Other,35000.0,41000.0
2015,Madhya Pradesh,Panna,Soyabean,0.6206900000000001,Other,29000.0,18000.0
2016,Madhya Pradesh,Panna,Soyabean,0.86364,Other,22000.0,19000.0
2017,Madhya Pradesh,Panna,Soyabean,1.10286,Other,17500.0,19300.0
2010,Madhya Pradesh,Rewa,Soyabean,0.62626,Other,29700.0,18600.0
2011,Madhya Pradesh,Rewa,Soyabean,0.49517,Other,41400.0,20500.0
2012,Madhya Pradesh,Rewa,Soyabean,0.58317,Other,36010.0,21000.0
2013,Madhya Pradesh,Rewa,Soyabean,0.94056,Other,49970.0,47000.0
2014,Madhya Pradesh,Rewa,Soyabean,1.01408,Other,71000.0,72000.0
2015,Madhya Pradesh,Rewa,Soyabean,0.7037,Other,54000.0,38000.0
2016,Madhya Pradesh,Rewa,Soyabean,0.85417,Other,48000.0,41000.0
2017,Madhya Pradesh,Rewa,Soyabean,0.91412,Other,42500.0,38850.0
2010,Madhya Pradesh,Sidhi,Soyabean,0.5,Other,200.0,100.0
2011,Madhya Pradesh,Sidhi,Soyabean,0.5,Other,200.0,100.0
2012,Madhya Pradesh,Sidhi,Soyabean,0.57143,Other,70.0,40.0
2013,Madhya Pradesh,Sidhi,Soyabean,0.48148,Other,270.0,130.0
2014,Madhya Pradesh,Sidhi,Soyabean,1.5,Other,12000.0,18000.0
2015,Madhya Pradesh,Sidhi,Soyabean,0.66667,Other,3000.0,2000.0
2017,Madhya Pradesh,Sidhi,Soyabean,0.74762,Other,2100.0,1570.0
2010,Madhya Pradesh,Satna,Soyabean,0.6853400000000001,Other,46400.0,31800.0
2011,Madhya Pradesh,Satna,Soyabean,0.50096,Other,52100.0,26100.0
2012,Madhya Pradesh,Satna,Soyabean,0.50913,Other,55290.0,28150.0
2013,Madhya Pradesh,Satna,Soyabean,0.21403,Other,81530.0,17450.0
2014,Madhya Pradesh,Satna,Soyabean,2.04167,Other,72000.0,147000.0
2015,Madhya Pradesh,Satna,Soyabean,0.44444,Other,81000.0,36000.0
2016,Madhya Pradesh,Satna,Soyabean,0.7230800000000001,Other,65000.0,47000.0
2017,Madhya Pradesh,Satna,Soyabean,0.58194,Other,59800.0,34800.0
2010,Madhya Pradesh,Shahdol,Soyabean,0.6337999999999999,Other,7100.0,4500.0
2011,Madhya Pradesh,Shahdol,Soyabean,0.40908999999999995,Other,17600.0,7200.0
2012,Madhya Pradesh,Shahdol,Soyabean,0.82197,Other,13930.0,11450.0
2013,Madhya Pradesh,Shahdol,Soyabean,0.71702,Other,27210.0,19510.0
2014,Madhya Pradesh,Shahdol,Soyabean,1.2093,Other,43000.0,52000.0
2015,Madhya Pradesh,Shahdol,Soyabean,0.61538,Other,26000.0,16000.0
2016,Madhya Pradesh,Shahdol,Soyabean,1.09091,Other,22000.0,24000.0
2017,Madhya Pradesh,Shahdol,Soyabean,0.43833999999999995,Other,19300.0,8460.0
2010,Madhya Pradesh,Gwalior,Soyabean,2.09091,Other,2200.0,4600.0
2011,Madhya Pradesh,Gwalior,Soyabean,1.68421,Other,1900.0,3200.0
2012,Madhya Pradesh,Gwalior,Soyabean,1.79412,Other,8160.0,14640.0
2013,Madhya Pradesh,Gwalior,Soyabean,1.3803599999999998,Other,5600.0,7730.0
2014,Madhya Pradesh,Gwalior,Soyabean,0.71429,Other,7000.0,5000.0
2015,Madhya Pradesh,Gwalior,Soyabean,1.25,Other,4000.0,5000.0
2016,Madhya Pradesh,Gwalior,Soyabean,1.0,Other,4000.0,4000.0
2017,Madhya Pradesh,Gwalior,Soyabean,1.54118,Other,1700.0,2620.0
2010,Madhya Pradesh,Shivpuri,Soyabean,1.0477,Other,121600.0,127400.0
2011,Madhya Pradesh,Shivpuri,Soyabean,0.98222,Other,123700.0,121500.0
2012,Madhya Pradesh,Shivpuri,Soyabean,0.9113600000000001,Other,162790.0,148360.0
2013,Madhya Pradesh,Shivpuri,Soyabean,0.6287200000000001,Other,186220.0,117080.0
2014,Madhya Pradesh,Shivpuri,Soyabean,1.62667,Other,150000.0,244000.0
2015,Madhya Pradesh,Shivpuri,Soyabean,0.66879,Other,157000.0,105000.0
2016,Madhya Pradesh,Shivpuri,Soyabean,0.87075,Other,147000.0,128000.0
2017,Madhya Pradesh,Shivpuri,Soyabean,0.78206,Other,83600.0,65379.99999999999
2010,Madhya Pradesh,Guna,Soyabean,1.12275,Other,277800.0,311900.0
2011,Madhya Pradesh,Guna,Soyabean,1.28959,Other,261399.99999999997,337100.0
2012,Madhya Pradesh,Guna,Soyabean,1.54812,Other,353370.0,547060.0
2013,Madhya Pradesh,Guna,Soyabean,0.73365,Other,409990.0,300790.0
2014,Madhya Pradesh,Guna,Soyabean,1.12662,Other,308000.0,347000.0
2015,Madhya Pradesh,Guna,Soyabean,0.87958,Other,382000.0,336000.0
2016,Madhya Pradesh,Guna,Soyabean,0.7521599999999999,Other,347000.0,261000.0
2017,Madhya Pradesh,Guna,Soyabean,0.91426,Other,323300.0,295580.0
2010,Madhya Pradesh,Datia,Soyabean,1.0,Other,300.0,300.0
2011,Madhya Pradesh,Datia,Soyabean,0.625,Other,320.0,200.0
2012,Madhya Pradesh,Datia,Soyabean,0.9125,Other,800.0,730.0
2013,Madhya Pradesh,Datia,Soyabean,0.81921,Other,1770.0,1450.0
2014,Madhya Pradesh,Datia,Soyabean,1.27273,Other,11000.0,14000.0
2015,Madhya Pradesh,Datia,Soyabean,0.77778,Other,9000.0,7000.0
2016,Madhya Pradesh,Datia,Soyabean,0.57143,Other,7000.0,4000.0
2017,Madhya Pradesh,Datia,Soyabean,0.85373,Other,6700.0,5720.0
2010,Madhya Pradesh,Morena,Soyabean,1.1927699999999999,Other,8300.0,9900.0
2011,Madhya Pradesh,Morena,Soyabean,0.9930599999999999,Other,14400.0,14300.0
2012,Madhya Pradesh,Morena,Soyabean,1.3028,Other,37120.0,48360.0
2013,Madhya Pradesh,Morena,Soyabean,1.4048900000000002,Other,54780.0,76960.0
2014,Madhya Pradesh,Morena,Soyabean,0.98413,Other,63000.0,62000.0
2015,Madhya Pradesh,Morena,Soyabean,1.0,Other,46000.0,46000.0
2016,Madhya Pradesh,Morena,Soyabean,1.15,Other,40000.0,46000.0
2017,Madhya Pradesh,Morena,Soyabean,0.82512,Other,40200.0,33170.0
2013,Madhya Pradesh,Bhind,Soyabean,1.16667,Other,120.0,140.0
2014,Madhya Pradesh,Bhind,Soyabean,0.9090900000000001,Other,11000.0,10000.0
2015,Madhya Pradesh,Bhind,Soyabean,1.0,Other,1000.0,1000.0
2017,Madhya Pradesh,Bhind,Soyabean,2.0,Other,500.0,1000.0
2010,Madhya Pradesh,Indore,Soyabean,0.86195,Other,223100.0,192300.0
2011,Madhya Pradesh,Indore,Soyabean,1.16075,Other,219600.0,254900.0
2012,Madhya Pradesh,Indore,Soyabean,1.45398,Other,228180.0,331770.0
2013,Madhya Pradesh,Indore,Soyabean,1.00701,Other,231220.0,232840.0
2014,Madhya Pradesh,Indore,Soyabean,1.05856,Other,222000.0,235000.0
2015,Madhya Pradesh,Indore,Soyabean,0.7623300000000001,Other,223000.0,170000.0
2016,Madhya Pradesh,Indore,Soyabean,1.58824,Other,221000.0,351000.0
2017,Madhya Pradesh,Indore,Soyabean,0.91498,Other,216900.0,198460.0
2010,Madhya Pradesh,Ratlam,Soyabean,0.89511,Other,210700.0,188600.0
2011,Madhya Pradesh,Ratlam,Soyabean,1.25991,Other,212000.0,267100.0
2012,Madhya Pradesh,Ratlam,Soyabean,1.50002,Other,224530.0,336800.0
2013,Madhya Pradesh,Ratlam,Soyabean,1.1039700000000001,Other,236410.0,260990.0
2014,Madhya Pradesh,Ratlam,Soyabean,0.8821,Other,229000.0,202000.0
2015,Madhya Pradesh,Ratlam,Soyabean,0.89565,Other,230000.0,206000.0
2016,Madhya Pradesh,Ratlam,Soyabean,1.45699,Other,186000.0,271000.0
2017,Madhya Pradesh,Ratlam,Soyabean,1.82302,Other,205000.0,373720.0
2010,Madhya Pradesh,Ujjain,Soyabean,1.11288,Other,451800.0,502800.0
2011,Madhya Pradesh,Ujjain,Soyabean,1.38581,Other,452300.0,626800.0
2012,Madhya Pradesh,Ujjain,Soyabean,1.467,Other,458820.0,673090.0
2013,Madhya Pradesh,Ujjain,Soyabean,0.782,Other,464670.0,363370.0
2014,Madhya Pradesh,Ujjain,Soyabean,0.69284,Other,433000.0,300000.0
2015,Madhya Pradesh,Ujjain,Soyabean,0.7230800000000001,Other,455000.0,329000.0
2016,Madhya Pradesh,Ujjain,Soyabean,1.46623,Other,459000.0,673000.0
2017,Madhya Pradesh,Ujjain,Soyabean,1.04699,Other,446900.0,467900.0
2010,Madhya Pradesh,Mandsaur,Soyabean,1.06084,Other,381300.0,404500.0
2011,Madhya Pradesh,Mandsaur,Soyabean,1.19719,Other,376800.0,451100.0
2012,Madhya Pradesh,Mandsaur,Soyabean,1.71301,Other,404020.0,692090.0
2013,Madhya Pradesh,Mandsaur,Soyabean,1.0939100000000002,Other,416270.0,455360.0
2014,Madhya Pradesh,Mandsaur,Soyabean,0.7970700000000001,Other,409000.0,326000.0
2015,Madhya Pradesh,Mandsaur,Soyabean,0.74239,Other,427000.0,317000.0
2016,Madhya Pradesh,Mandsaur,Soyabean,1.42932,Other,382000.0,546000.0
2017,Madhya Pradesh,Mandsaur,Soyabean,1.20068,Other,383500.0,460460.0
2010,Madhya Pradesh,Dewas,Soyabean,1.0680999999999998,Other,321600.0,343500.0
2011,Madhya Pradesh,Dewas,Soyabean,1.2461300000000002,Other,323000.0,402500.0
2012,Madhya Pradesh,Dewas,Soyabean,1.59801,Other,340530.0,544170.0
2013,Madhya Pradesh,Dewas,Soyabean,0.762,Other,350960.0,267430.0
2014,Madhya Pradesh,Dewas,Soyabean,0.67638,Other,309000.0,209000.0
2015,Madhya Pradesh,Dewas,Soyabean,0.62315,Other,337000.0,210000.0
2016,Madhya Pradesh,Dewas,Soyabean,1.48276,Other,319000.0,473000.0
2017,Madhya Pradesh,Dewas,Soyabean,1.02001,Other,321350.0,327780.0
2010,Madhya Pradesh,Dhar,Soyabean,1.27025,Other,267900.0,340300.0
2011,Madhya Pradesh,Dhar,Soyabean,1.3290899999999999,Other,266800.0,354600.0
2012,Madhya Pradesh,Dhar,Soyabean,1.593,Other,277790.0,442520.0
2013,Madhya Pradesh,Dhar,Soyabean,1.48299,Other,292200.0,433330.0
2014,Madhya Pradesh,Dhar,Soyabean,0.89591,Other,269000.0,241000.0
2015,Madhya Pradesh,Dhar,Soyabean,1.30903,Other,288000.0,377000.0
2016,Madhya Pradesh,Dhar,Soyabean,1.59862,Other,289000.0,462000.0
2017,Madhya Pradesh,Dhar,Soyabean,1.29099,Other,279430.0,360740.0
2010,Madhya Pradesh,Jhabua,Soyabean,0.77742,Other,62900.0,48900.0
2011,Madhya Pradesh,Jhabua,Soyabean,0.66863,Other,67900.0,45400.0
2012,Madhya Pradesh,Jhabua,Soyabean,0.98388,Other,68220.0,67120.0
2013,Madhya Pradesh,Jhabua,Soyabean,0.7211900000000001,Other,73850.0,53260.0
2014,Madhya Pradesh,Jhabua,Soyabean,1.30172,Other,116000.0,151000.0
2015,Madhya Pradesh,Jhabua,Soyabean,1.30233,Other,86000.0,112000.0
2016,Madhya Pradesh,Jhabua,Soyabean,1.53488,Other,86000.0,132000.0
2017,Madhya Pradesh,Jhabua,Soyabean,1.38901,Other,80100.0,111260.0
2010,Madhya Pradesh,Khargone / West Nimar,Soyabean,0.7070299999999999,Other,76800.0,54300.0
2011,Madhya Pradesh,Khargone / West Nimar,Soyabean,0.4757,Other,78200.0,37200.0
2012,Madhya Pradesh,Khargone / West Nimar,Soyabean,1.44018,Other,86510.0,124590.0
2013,Madhya Pradesh,Khargone / West Nimar,Soyabean,0.8819,Other,92890.0,81920.0
2014,Madhya Pradesh,Khargone / West Nimar,Soyabean,1.34545,Other,220000.0,296000.0
2015,Madhya Pradesh,Khargone / West Nimar,Soyabean,1.39048,Other,105000.0,146000.0
2016,Madhya Pradesh,Khargone / West Nimar,Soyabean,1.53535,Other,99000.0,152000.0
2017,Madhya Pradesh,Khargone / West Nimar,Soyabean,1.16834,Other,97900.0,114380.0
2010,Madhya Pradesh,Khandwa / East Nimar,Soyabean,0.71413,Other,180500.0,128900.0
2011,Madhya Pradesh,Khandwa / East Nimar,Soyabean,0.53427,Other,178000.0,95100.0
2012,Madhya Pradesh,Khandwa / East Nimar,Soyabean,0.87994,Other,199480.0,175530.0
2013,Madhya Pradesh,Khandwa / East Nimar,Soyabean,0.8581799999999999,Other,207580.0,178140.0
2014,Madhya Pradesh,Khandwa / East Nimar,Soyabean,0.86364,Other,44000.0,38000.0
2015,Madhya Pradesh,Khandwa / East Nimar,Soyabean,0.5228400000000001,Other,197000.0,103000.0
2016,Madhya Pradesh,Khandwa / East Nimar,Soyabean,1.35955,Other,178000.0,242000.0
2017,Madhya Pradesh,Khandwa / East Nimar,Soyabean,0.84061,Other,173600.0,145930.0
2010,Madhya Pradesh,Sehore,Soyabean,1.7581300000000002,Other,390700.0,686900.0
2011,Madhya Pradesh,Sehore,Soyabean,1.1798199999999999,Other,418200.0,493400.0
2012,Madhya Pradesh,Sehore,Soyabean,1.29327,Other,419140.0,542060.0
2013,Madhya Pradesh,Sehore,Soyabean,0.52339,Other,426490.0,223220.0
2014,Madhya Pradesh,Sehore,Soyabean,1.22772,Other,303000.0,372000.0
2015,Madhya Pradesh,Sehore,Soyabean,0.5827,Other,393000.0,229000.0
2016,Madhya Pradesh,Sehore,Soyabean,1.37151,Other,358000.0,491000.0
2017,Madhya Pradesh,Sehore,Soyabean,0.8667,Other,365200.0,316520.0
2010,Madhya Pradesh,Raisen,Soyabean,1.09382,Other,143900.0,157400.0
2011,Madhya Pradesh,Raisen,Soyabean,0.69968,Other,188800.0,132100.0
2012,Madhya Pradesh,Raisen,Soyabean,0.92544,Other,196490.0,181840.0
2013,Madhya Pradesh,Raisen,Soyabean,0.24080000000000001,Other,194520.0,46840.0
2014,Madhya Pradesh,Raisen,Soyabean,1.2605,Other,119000.0,150000.0
2015,Madhya Pradesh,Raisen,Soyabean,0.44681,Other,94000.0,42000.0
2016,Madhya Pradesh,Raisen,Soyabean,0.85366,Other,82000.0,70000.0
2017,Madhya Pradesh,Raisen,Soyabean,0.6100399999999999,Other,84700.0,51670.0
2010,Madhya Pradesh,Vidisha,Soyabean,1.49358,Other,249200.0,372200.0
2011,Madhya Pradesh,Vidisha,Soyabean,1.1554200000000001,Other,240000.0,277300.0
2012,Madhya Pradesh,Vidisha,Soyabean,1.11088,Other,289760.0,321890.0
2013,Madhya Pradesh,Vidisha,Soyabean,1.0117,Other,317820.0,321540.0
2014,Madhya Pradesh,Vidisha,Soyabean,1.16863,Other,255000.0,298000.0
2015,Madhya Pradesh,Vidisha,Soyabean,0.65916,Other,311000.0,205000.0
2016,Madhya Pradesh,Vidisha,Soyabean,0.58966,Other,290000.0,171000.0
2017,Madhya Pradesh,Vidisha,Soyabean,1.35502,Other,277480.0,375990.0
2010,Madhya Pradesh,Betul,Soyabean,1.29127,Other,229000.0,295700.0
2011,Madhya Pradesh,Betul,Soyabean,1.2226,Other,205300.0,251000.0
2012,Madhya Pradesh,Betul,Soyabean,1.8503800000000001,Other,236000.0,436690.0
2013,Madhya Pradesh,Betul,Soyabean,0.62973,Other,241850.0,152300.0
2014,Madhya Pradesh,Betul,Soyabean,2.06383,Other,188000.0,388000.0
2015,Madhya Pradesh,Betul,Soyabean,0.49213,Other,254000.0,125000.0
2016,Madhya Pradesh,Betul,Soyabean,1.33333,Other,234000.0,312000.0
2017,Madhya Pradesh,Betul,Soyabean,1.3350199999999999,Other,223000.0,297710.0
2010,Madhya Pradesh,Rajgarh,Soyabean,1.0518399999999999,Other,299000.0,314500.0
2011,Madhya Pradesh,Rajgarh,Soyabean,0.86311,Other,299500.0,258500.0
2012,Madhya Pradesh,Rajgarh,Soyabean,1.22801,Other,326220.0,400600.0
2013,Madhya Pradesh,Rajgarh,Soyabean,0.57701,Other,342420.0,197580.0
2014,Madhya Pradesh,Rajgarh,Soyabean,1.3523800000000001,Other,315000.0,426000.0
2015,Madhya Pradesh,Rajgarh,Soyabean,0.6076699999999999,Other,339000.0,206000.0
2016,Madhya Pradesh,Rajgarh,Soyabean,1.17197,Other,314000.0,368000.0
2017,Madhya Pradesh,Rajgarh,Soyabean,1.24499,Other,309400.0,385200.0
2010,Madhya Pradesh,Shajapur,Soyabean,1.2708,Other,348600.0,443000.0
2011,Madhya Pradesh,Shajapur,Soyabean,1.11701,Other,348700.0,389500.0
2012,Madhya Pradesh,Shajapur,Soyabean,1.34201,Other,371100.0,498020.0
2013,Madhya Pradesh,Shajapur,Soyabean,0.7053200000000001,Other,379220.0,267470.0
2014,Madhya Pradesh,Shajapur,Soyabean,0.78,Other,250000.0,195000.0
2015,Madhya Pradesh,Shajapur,Soyabean,0.75916,Other,382000.0,290000.0
2016,Madhya Pradesh,Shajapur,Soyabean,1.41732,Other,381000.0,540000.0
2017,Madhya Pradesh,Shajapur,Soyabean,1.1134300000000001,Other,349990.0,389690.0
2010,Madhya Pradesh,Hoshangabad,Soyabean,1.6383299999999998,Other,388200.0,636000.0
2011,Madhya Pradesh,Hoshangabad,Soyabean,0.96457,Other,389500.0,375700.0
2012,Madhya Pradesh,Hoshangabad,Soyabean,1.01563,Other,402490.0,408780.0
2013,Madhya Pradesh,Hoshangabad,Soyabean,0.66162,Other,390650.0,258459.99999999997
2014,Madhya Pradesh,Hoshangabad,Soyabean,1.5041099999999998,Other,365000.0,549000.0
2015,Madhya Pradesh,Hoshangabad,Soyabean,0.50973,Other,257000.0,131000.0
2016,Madhya Pradesh,Hoshangabad,Soyabean,1.37768,Other,233000.0,321000.0
2017,Madhya Pradesh,Hoshangabad,Soyabean,0.7106699999999999,Other,138010.0,98080.0
2011,Andhra Pradesh,East Godavari,Soyabean,1.6,Other,50.0,80.0
2014,Andhra Pradesh,East Godavari,Soyabean,3.0,Other,10.0,30.0
2010,Andhra Pradesh,Guntur,Soyabean,1.0,Other,10.0,10.0
2011,Andhra Pradesh,Guntur,Soyabean,1.0,Other,10.0,10.0
2012,Andhra Pradesh,Guntur,Soyabean,1.8295,Other,230.0,430.0
2013,Andhra Pradesh,Guntur,Soyabean,1.5905799999999999,Other,520.0,830.0
2014,Andhra Pradesh,Guntur,Soyabean,2.85446,Other,490.0,1400.0
2015,Andhra Pradesh,Guntur,Soyabean,1.61975,Other,560.0,900.0
2016,Andhra Pradesh,Guntur,Soyabean,1.38499,Other,150.0,200.0
2017,Andhra Pradesh,Guntur,Soyabean,2.0,Other,10.0,20.0
2012,Andhra Pradesh,S.P.S. Nellore,Soyabean,1.2753599999999998,Other,10.0,20.0
2013,Andhra Pradesh,S.P.S. Nellore,Soyabean,1.4153,Other,40.0,50.0
2014,Andhra Pradesh,S.P.S. Nellore,Soyabean,2.18182,Other,40.0,90.0
2015,Andhra Pradesh,S.P.S. Nellore,Soyabean,1.62185,Other,50.0,70.0
2010,Andhra Pradesh,Kurnool,Soyabean,1.69231,Other,130.0,220.0
2011,Andhra Pradesh,Kurnool,Soyabean,1.59055,Other,100.0,160.0
2012,Andhra Pradesh,Kurnool,Soyabean,1.8603399999999999,Other,70.0,130.0
2013,Andhra Pradesh,Kurnool,Soyabean,1.57143,Other,80.0,130.0
2014,Andhra Pradesh,Kurnool,Soyabean,1.2161199999999999,Other,330.0,400.0
2015,Andhra Pradesh,Kurnool,Soyabean,1.4441,Other,520.0,750.0
2016,Andhra Pradesh,Kurnool,Soyabean,1.4433900000000002,Other,590.0,860.0
2017,Andhra Pradesh,Kurnool,Soyabean,1.95833,Other,340.0,660.0
2010,Andhra Pradesh,Ananthapur,Soyabean,1.70833,Other,1680.0,2870.0
2011,Andhra Pradesh,Ananthapur,Soyabean,1.61446,Other,1660.0,2680.0
2012,Andhra Pradesh,Ananthapur,Soyabean,1.81522,Other,920.0,1670.0
2013,Andhra Pradesh,Ananthapur,Soyabean,1.6125,Other,2400.0,3870.0
2014,Andhra Pradesh,Ananthapur,Soyabean,1.25,Other,40.0,50.0
2015,Andhra Pradesh,Ananthapur,Soyabean,1.07333,Other,150.0,160.0
2016,Andhra Pradesh,Ananthapur,Soyabean,0.35933,Other,650.0,230.0
2017,Andhra Pradesh,Ananthapur,Soyabean,1.0,Other,30.0,30.0
2010,Andhra Pradesh,Kadapa YSR,Soyabean,1.7142899999999999,Other,140.0,240.0
2011,Andhra Pradesh,Kadapa YSR,Soyabean,1.61538,Other,390.0,630.0
2012,Andhra Pradesh,Kadapa YSR,Soyabean,1.8,Other,150.0,270.0
2013,Andhra Pradesh,Kadapa YSR,Soyabean,1.57143,Other,70.0,110.0
2016,Andhra Pradesh,Kadapa YSR,Soyabean,0.8764,Other,180.0,160.0
2012,Andhra Pradesh,Chittoor,Soyabean,2.0,Other,10.0,20.0
2013,Andhra Pradesh,Chittoor,Soyabean,2.0,Other,10.0,20.0
2010,Telangana,Hyderabad,Soyabean,1.6,Other,50.0,80.0
2011,Telangana,Hyderabad,Soyabean,1.66667,Other,30.0,50.0
2012,Telangana,Hyderabad,Soyabean,1.66667,Other,30.0,50.0
2013,Telangana,Hyderabad,Soyabean,1.60417,Other,960.0,1540.0
2014,Telangana,Hyderabad,Soyabean,1.07692,Other,650.0,700.0
2015,Telangana,Hyderabad,Soyabean,1.03695,Other,1330.0,1380.0
2016,Telangana,Hyderabad,Soyabean,1.16589,Other,2820.0,3280.0
2017,Telangana,Hyderabad,Soyabean,1.62382,Other,950.0,1540.0
2010,Telangana,Nizamabad,Soyabean,2.10501,Other,58470.0,123080.0
2011,Telangana,Nizamabad,Soyabean,1.85987,Other,60300.0,112150.0
2012,Telangana,Nizamabad,Soyabean,2.0910900000000003,Other,83430.0,174460.0
2013,Telangana,Nizamabad,Soyabean,2.15992,Other,99800.0,215560.0
2014,Telangana,Nizamabad,Soyabean,1.36802,Other,97550.0,133450.0
2015,Telangana,Nizamabad,Soyabean,1.067,Other,109960.0,117320.0
2016,Telangana,Nizamabad,Soyabean,0.975,Other,114370.0,111510.0
2017,Telangana,Nizamabad,Soyabean,1.85672,Other,73720.0,136870.0
2010,Telangana,Medak,Soyabean,0.99475,Other,3810.0,3790.0
2011,Telangana,Medak,Soyabean,1.16026,Other,6240.0,7240.0
2012,Telangana,Medak,Soyabean,1.738,Other,7710.0,13400.0
2013,Telangana,Medak,Soyabean,1.3948699999999998,Other,15600.0,21760.0
2014,Telangana,Medak,Soyabean,1.03295,Other,21550.0,22260.0
2015,Telangana,Medak,Soyabean,0.95401,Other,26010.0,24810.0
2016,Telangana,Medak,Soyabean,1.062,Other,39890.0,42360.0
2017,Telangana,Medak,Soyabean,1.50169,Other,16250.0,24400.0
2010,Telangana,Mahabubnagar,Soyabean,2.0,Other,10.0,20.0
2016,Telangana,Mahabubnagar,Soyabean,1.16446,Other,740.0,860.0
2017,Telangana,Mahabubnagar,Soyabean,1.62402,Other,260.0,420.0
2013,Telangana,Nalgonda,Soyabean,1.0,Other,10.0,10.0
2016,Telangana,Nalgonda,Soyabean,1.1640599999999999,Other,260.0,300.0
2017,Telangana,Nalgonda,Soyabean,1.57143,Other,10.0,10.0
2010,Telangana,Warangal,Soyabean,1.0,Other,10.0,10.0
2012,Telangana,Warangal,Soyabean,1.0,Other,10.0,10.0
2013,Telangana,Warangal,Soyabean,1.6,Other,150.0,240.0
2014,Telangana,Warangal,Soyabean,1.0888900000000001,Other,450.0,490.0
2015,Telangana,Warangal,Soyabean,1.03774,Other,210.0,220.0
2016,Telangana,Warangal,Soyabean,1.15235,Other,510.0,590.0
2017,Telangana,Warangal,Soyabean,1.63594,Other,60.0,100.0
2010,Telangana,Khammam,Soyabean,2.0,Other,10.0,20.0
2011,Telangana,Khammam,Soyabean,1.5,Other,20.0,30.0
2012,Telangana,Khammam,Soyabean,1.5,Other,20.0,30.0
2013,Telangana,Khammam,Soyabean,1.66667,Other,90.0,150.0
2016,Telangana,Khammam,Soyabean,1.14973,Other,40.0,40.0
2017,Telangana,Khammam,Soyabean,1.6138599999999999,Other,20.0,30.0
2010,Telangana,Karimnagar,Soyabean,1.70548,Other,1460.0,2490.0
2011,Telangana,Karimnagar,Soyabean,1.61624,Other,2710.0,4380.0
2012,Telangana,Karimnagar,Soyabean,1.81679,Other,7860.0,14280.0
2013,Telangana,Karimnagar,Soyabean,1.61025,Other,12290.0,19790.0
2014,Telangana,Karimnagar,Soyabean,1.08106,Other,16530.0,17870.0
2015,Telangana,Karimnagar,Soyabean,1.2779800000000001,Other,9330.0,11920.0
2016,Telangana,Karimnagar,Soyabean,1.89694,Other,6730.0,12770.0
2017,Telangana,Karimnagar,Soyabean,1.40432,Other,2690.0,3780.0
2010,Telangana,Adilabad,Soyabean,1.3700999999999999,Other,61930.0,84850.0
2011,Telangana,Adilabad,Soyabean,1.41404,Other,58980.0,83400.0
2012,Telangana,Adilabad,Soyabean,1.44002,Other,58770.0,84630.0
2013,Telangana,Adilabad,Soyabean,1.15595,Other,113560.0,131270.0
2014,Telangana,Adilabad,Soyabean,0.82702,Other,105910.0,87590.0
2015,Telangana,Adilabad,Soyabean,1.0,Other,96370.0,96370.0
2016,Telangana,Adilabad,Soyabean,1.355,Other,111230.0,150710.0
2017,Telangana,Adilabad,Soyabean,1.3738,Other,58330.0,80140.0
2010,Karnataka,Tumkur,Soyabean,0.5,Other,20.0,10.0
2010,Karnataka,Mandya,Soyabean,1.0,Other,10.0,10.0
2010,Karnataka,Shimoge,Soyabean,0.8,Other,50.0,40.0
2012,Karnataka,Chickmagalur,Soyabean,1.0,Other,10.0,10.0
2016,Karnataka,Chitradurga,Soyabean,0.7541,Other,60.0,50.0
2017,Karnataka,Chitradurga,Soyabean,1.52632,Other,60.0,90.0
2012,Karnataka,Bellary,Soyabean,1.0,Other,20.0,20.0
2010,Karnataka,Dharwad,Soyabean,0.92308,Other,37830.0,34920.0
2011,Karnataka,Dharwad,Soyabean,0.848,Other,28750.0,24380.0
2012,Karnataka,Dharwad,Soyabean,0.6771699999999999,Other,27290.0,18480.0
2013,Karnataka,Dharwad,Soyabean,1.01365,Other,33690.0,34150.0
2014,Karnataka,Dharwad,Soyabean,1.0,Other,37000.0,37000.0
2015,Karnataka,Dharwad,Soyabean,0.61937,Other,47080.0,29160.0
2016,Karnataka,Dharwad,Soyabean,1.2284000000000002,Other,48280.0,59310.0
2017,Karnataka,Dharwad,Soyabean,0.8371799999999999,Other,36390.0,30460.0
2010,Karnataka,Belgaum,Soyabean,0.81897,Other,78660.0,64420.0
2011,Karnataka,Belgaum,Soyabean,0.7808999999999999,Other,77180.0,60270.0
